"","3093HepFr","Gran532","3082Cit4C","NKpan1879","3045EDTAFr","NK8m2626","3021Cit4C","Tpan1754","3159EDTAFr","Th1702","Tc2615","NK16p2288","3082EDTARt","3676","2290","3045Cit4C","B1869","3451","Mono1972","3045EDTARt","NK8p2620","3675","3021CitFr","NKpan2241","Neut1148","Baso1832","Tc2637","3045EDTA4C","NKT2574","NK8m2299","2745","3696","3177EDTA80","Neut1145","3619","NK16p2590","3021EDTAFr","3082Cit80","3177HepFr","Mono1775","NK8p2621","3159HepFr","3268","3082EDTA4C","B2005","3159Hep80","NK16p2594","NKT2584","3177EDTAFr","Bpen","Treg2169","3093EDTA80","3159Hep4C","3093Hep80","3272","3082EDTA80","3177Cit80","B1681","3019","NK16m2608","2563","3082Hep80","NK16m2640","3093CitFr","Baso2477","Gpen","3045CitRt","Th2535","3093EDTAFr","Th1831","3093Cit80","Baso1915","3169","3159EDTARt","3093EDTARt","Th2611","NKT2613","NK8p2619","NKpan1850","NK16m2606","NK16m2578","Th2546","3021EDTA4C","Eos2272","3289","Tc1547","3082CitFr","NK16p2297","3159CitFr","3082EDTAFr","3045HepRt","3159Cit4C","NK8m4229","Baso1889","Eos2063","3021Hep80","3697","Gran1146","3682","3021HepRt","2120","STpen","3357","Treg2169","Gosis","3177CitFr","Treg1782","3685","3045HepFr","Tpan2294","NK8m2641","3221","3093HepRt","Tc2636","2367","3082Hep4C","Tpan1779","NormMix","3177Hep80","Mosis","3177HepRt","Neut2270","3045Cit80","2130","3045EDTA80","B1690","Neut0612","Tpan1612","3021CitRt","2806","Eos2275","NKT2572","Neut1147","Mono2639","3177EDTA4C","B1877","3021Cit80","3159EDTA80","3045CitFr","3396","NK8p2623","NKT2616","2570","3398","3159HepRt","2240","3699","3045Hep80","MTpen","3234","NKpan1869","3177CitRt","Gran1149","NK8m2631","3082HepRt","3177EDTARt","Tc2007","3159CitRt","Mono1993","3093Cit4C","Eos2042","3093CitRt","NKpan2510","3266","Gran1150","3021EDTA80","Baso2492","NK8p2614","3159EDTA4C","NK16m2577","3177Hep4C","Tpan1795","3305","3045Hep4C","Mono1827","2899","3021HepFr","NKpan2503","3159Cit80","3021Hep4C","3093EDTA4C","3082HepFr","3566","Gran2271","2016","3386","3177Cit4C","3021EDTARt","3093Hep4C","NK16p2589","3082CitRt","Treg2280"
"cg09208010",0.498051,0.163234,0.4017357,0.5599426,0.3321741,0.8368806,0.5493335,0.9283381,0.2875434,0.8446448,0.9025696,0.628489,0.4269129,0.504074,0.3090936,0.3592703,0.4545542,0.2047579,0.03985698,0.3473082,0.8700609,0.6734363,0.5563654,0.5988607,0.1028858,0.1185994,0.8901826,0.3270076,0.9268692,0.4058222,0.1242609,0.5210329,0.5779438,0.04717285,0.4196606,0.8138861,0.5626225,0.3999329,0.4781677,0.06046101,0.7533828,0.3963166,0.3774338,0.4322222,0.4458255,0.320735,0.3535362,0.8763635,0.5524584,0.3479614,0.9290056,0.5221596,0.3628734,0.5337483,0.2640807,0.4279214,0.5795534,0.4079833,0.5329173,0.3995059,0.2153397,0.3858349,0.3214303,0.4886198,0.08251151,0.6122603,0.3414481,0.8870201,0.5181293,0.8296886,0.535495,0.07468349,0.5475786,0.383982,0.5295585,0.9095389,0.9297228,0.5893952,0.498826,0.3120733,0.3954831,0.945667,0.5812067,0.6621515,0.3537613,0.8915341,0.4120691,0.5974711,0.3099497,0.3941644,0.355248,0.3791921,0.6489313,0.1369656,0.05069357,0.5891517,0.4797351,0.07005076,0.3480373,0.6319626,0.1520634,0.1327821,0.1368499,0.9311172,0.1925464,0.551165,0.9402422,0.3907636,0.3300591,0.8393182,0.6108948,0.4128392,0.5492792,0.9054062,0.1442945,0.429576,0.7818118,0.3387357,0.5676982,0.2215467,0.5716783,0.08254011,0.3453416,0.4340466,0.3490648,0.2145428,0.03954516,0.8518956,0.5559886,0.2640639,0.05953674,0.9440226,0.05384264,0.0664122,0.5692215,0.2098029,0.5675616,0.348404,0.3112989,0.4220165,0.6108208,0.9543473,0.4756789,0.3413313,0.3998643,0.3465923,0.3350498,0.364778,0.2116474,0.2132627,0.5493141,0.5825063,0.08063122,0.4149659,0.4367728,0.6028111,0.9633766,0.333348,0.09140128,0.5423005,0.06246696,0.5096389,0.5052425,0.2994833,0.06541611,0.5813648,0.1006843,0.579708,0.3357438,0.2886041,0.5701119,0.8942471,0.4265555,0.3598876,0.05516157,0.4986798,0.5302006,0.6121585,0.2779413,0.5177887,0.5236433,0.3798091,0.4205627,0.1274671,0.1896249,0.2426811,0.5441597,0.5263304,0.4442951,0.4979813,0.3865662,0.9280583
"cg09313705",0.4845327,0.3377724,0.449224,0.7080229,0.4455673,0.8009107,0.5281364,0.8314252,0.3782762,0.7572595,0.8805147,0.7574033,0.4998622,0.5398075,0.4044535,0.484597,0.4938827,0.3269975,0.2482437,0.449089,0.8322624,0.6423263,0.5213541,0.6716787,0.3112874,0.2450849,0.8699337,0.4360033,0.862756,0.6952763,0.2666433,0.5096956,0.5102046,0.2489586,0.3773996,0.7817152,0.5448925,0.4467061,0.5158984,0.2314687,0.7902782,0.3914874,0.473735,0.4473776,0.4905625,0.4193859,0.6176068,0.8118663,0.5606727,0.4461689,0.8113747,0.5318919,0.429028,0.5246998,0.4112263,0.440089,0.5590933,0.4054181,0.4977897,0.5893973,0.3466132,0.4561663,0.5306097,0.5258838,0.177913,0.6112264,0.4179055,0.6319723,0.4977502,0.7771121,0.5117516,0.1503969,0.4945507,0.455917,0.4986063,0.8471559,0.8927587,0.6897221,0.6381631,0.5643271,0.5951002,0.8399796,0.5886844,0.4092937,0.4274809,0.8221751,0.4094094,0.6926321,0.3805027,0.412244,0.4245546,0.4110112,0.7062737,0.2506427,0.2610074,0.573741,0.4980647,0.274328,0.426109,0.5681159,0.3512227,0.3697851,0.2305976,0.8470432,0.4305018,0.5571418,0.7546049,0.4076057,0.4582751,0.8696893,0.6853906,0.489393,0.5712905,0.8656069,0.3441654,0.5382215,0.8224958,0.4316674,0.5802112,0.4016123,0.5702813,0.2952708,0.4568281,0.4263605,0.5237045,0.3110853,0.3763309,0.8132126,0.6014566,0.3687773,0.3671679,0.8800274,0.3305397,0.2296237,0.6221398,0.3969067,0.5630781,0.4590828,0.4434689,0.4759798,0.7440731,0.8894854,0.4778829,0.5594146,0.468276,0.4099998,0.5440205,0.5101238,0.4240117,0.3481188,0.700933,0.6004822,0.2889834,0.6255618,0.4476444,0.6047221,0.8827003,0.4447999,0.3538018,0.5534859,0.4123948,0.5492465,0.6476668,0.3469897,0.3128662,0.6023453,0.1829242,0.7233052,0.4311134,0.5857733,0.5970378,0.8650664,0.4849834,0.449385,0.2072419,0.4903046,0.562021,0.8423417,0.3865777,0.5725747,0.5489153,0.4641884,0.4616936,0.2361705,0.3339893,0.3328951,0.5606917,0.610743,0.5757789,0.6422097,0.3884103,0.8416612
"cg09358725",0.5705971,0.3643619,0.5069323,0.9337738,0.3852307,0.9196171,0.5869926,0.9146249,0.4268536,0.9283228,0.928784,0.950669,0.5257014,0.4901383,0.4404059,0.3965844,0.8613195,0.28876,0.2193586,0.4174172,0.9399176,0.7676457,0.6079841,0.9316881,0.239819,0.4263168,0.9389889,0.4019115,0.8947369,0.937901,0.2446245,0.4880437,0.6470547,0.2235384,0.6234028,0.9508638,0.5846123,0.5155289,0.6790112,0.2171332,0.9278557,0.5178216,0.4999274,0.526629,0.9027514,0.5139341,0.9448547,0.8852258,0.6675617,0.5243445,0.8969968,0.5994389,0.4794223,0.604234,0.3646278,0.5302619,0.6455305,0.8334492,0.4885014,0.897163,0.3864226,0.5451927,0.8752614,0.597299,0.37914,0.7454725,0.4104801,0.9205734,0.6078981,0.9322682,0.6139355,0.3935852,0.6101828,0.5503796,0.6429508,0.9171864,0.9008968,0.9195946,0.9264594,0.8761674,0.8969688,0.8934032,0.6357164,0.105312,0.3929549,0.9250379,0.5761761,0.9383866,0.4701716,0.4915341,0.4215555,0.48107,0.9290407,0.3645568,0.1195532,0.6369032,0.4936011,0.2221246,0.4374655,0.636735,0.2717409,0.4091902,0.2090513,0.8922932,0.4284325,0.6694049,0.8964601,0.3709366,0.3781752,0.934539,0.8983444,0.4235494,0.619007,0.9348453,0.2569901,0.5535865,0.9266229,0.4957742,0.6882278,0.4498953,0.6567442,0.1815611,0.3847914,0.4638771,0.4274799,0.8643048,0.1732647,0.9125471,0.6222042,0.4003418,0.1132105,0.9000037,0.2340381,0.194076,0.6180353,0.8048706,0.5979397,0.4481639,0.4152633,0.6179667,0.9516966,0.9214186,0.4695588,0.5404741,0.5097796,0.3670202,0.4276824,0.4155009,0.4308139,0.4341656,0.9038821,0.6436008,0.2166261,0.9211657,0.6057527,0.695655,0.9196042,0.446428,0.2256289,0.5956519,0.1104561,0.5668201,0.9291235,0.4084266,0.2972183,0.651401,0.3770027,0.9416911,0.4881897,0.9004792,0.6679357,0.9225656,0.503199,0.3960326,0.2483247,0.5860553,0.6145795,0.9482499,0.5013518,0.6563222,0.5858642,0.4955197,0.5506845,0.3028571,0.2736152,0.3182398,0.6207832,0.6096307,0.5747204,0.9173256,0.5214443,0.8700251
"cg09419900",0.514222,0.35748,0.5243682,0.2879842,0.4976124,0.3284285,0.5155789,0.7292793,0.560398,0.7952914,0.730818,0.33277,0.5511994,0.4837731,0.4252394,0.5128617,0.6074093,0.4385512,0.4639868,0.4838413,0.3648221,0.5774019,0.550549,0.228412,0.3689028,0.4567766,0.6688977,0.5015951,0.5194966,0.2218657,0.3158295,0.4387363,0.5163335,0.3053991,0.5250568,0.4337461,0.5230055,0.5345008,0.518646,0.4610428,0.2768582,0.477277,0.4746301,0.5055918,0.6204255,0.4610588,0.2244613,0.66466,0.547992,0.5215559,0.7486033,0.5025488,0.4840377,0.5105081,0.6621763,0.5329204,0.5224925,0.6697372,0.5104024,0.4163464,0.4403913,0.5294408,0.323563,0.5220364,0.4219398,0.5943918,0.4725242,0.7146733,0.560803,0.7469793,0.5135013,0.3741955,0.4965975,0.5039242,0.5241476,0.7751926,0.5044491,0.2418681,0.3407578,0.3198366,0.4045726,0.7369578,0.5262936,0.3772342,0.4578137,0.6636504,0.5342166,0.4098126,0.480727,0.5337512,0.5190188,0.485973,0.401103,0.4805276,0.4074338,0.5406303,0.5564983,0.4012326,0.4464365,0.5257993,0.4429705,0.4094111,0.5087591,0.7402048,0.426245,0.5084558,0.7842748,0.3953,0.4717596,0.761449,0.1942801,0.465614,0.4905934,0.6909214,0.437425,0.5026793,0.612515,0.5110602,0.5630152,0.4712856,0.5053046,0.3535253,0.5044051,0.4280951,0.5027573,0.6147522,0.370371,0.7581739,0.5502214,0.4477248,0.3680145,0.5317428,0.366405,0.4738068,0.5340399,0.7109659,0.5093523,0.481837,0.4759353,0.4944873,0.2859622,0.5163753,0.4558636,0.4378607,0.460262,0.4395094,0.4301558,0.4936463,0.4419105,0.4608138,0.3179584,0.5119064,0.3706761,0.2953667,0.5696702,0.5267847,0.6663848,0.4860873,0.4629536,0.5306764,0.3323687,0.5250469,0.290378,0.4291986,0.3874417,0.5290489,0.3573031,0.2968501,0.4511783,0.3027699,0.5208326,0.6685535,0.5702612,0.5073902,0.4816865,0.5646763,0.5523134,0.2626797,0.5364907,0.537267,0.5367515,0.5366191,0.4818536,0.3576261,0.394867,0.3604435,0.5527005,0.5519086,0.5591339,0.3059784,0.5534162,0.7440768
"cg09427311",0.1723423,0.1228146,0.19638,0.1363162,0.1235356,0.163956,0.1382041,0.3371036,0.2733937,0.2351146,0.2596756,0.174701,0.1297913,0.1839966,0.1347088,0.1765427,0.1478243,0.2113682,0.1304223,0.1253687,0.2316335,0.2191868,0.1492254,0.2004349,0.1320202,0.1485594,0.2358405,0.1209549,0.3755593,0.1773281,0.1349271,0.1351918,0.1684644,0.1302349,0.185101,0.1961037,0.112601,0.1304099,0.1249475,0.3218066,0.1957882,0.1758625,0.1091567,0.1505586,0.1199171,0.09203897,0.1460996,0.2515458,0.1570997,0.1545996,0.2881827,0.1634173,0.132856,0.1400763,0.1337424,0.1103227,0.1652414,0.1192687,0.1900837,0.1343658,0.1201188,0.1342093,0.1187478,0.1785704,0.110618,0.1777995,0.1243499,0.256158,0.1567553,0.2073716,0.1498426,0.2099204,0.1883778,0.1407962,0.1737799,0.2883227,0.4759379,0.1808787,0.1394014,0.1094295,0.1791538,0.2880423,0.1598902,0.2375459,0.1780684,0.3087728,0.1824825,0.2166525,0.171818,0.1670148,0.1359295,0.1370537,0.1493635,0.2519703,0.1124907,0.1449396,0.1961366,0.09935897,0.1134693,0.1339676,0.1460829,0.09499697,0.3399723,0.2445773,0.1545188,0.2279084,0.2155757,0.2373748,0.1159613,0.3001541,0.1645899,0.1877922,0.1318095,0.2830485,0.1331493,0.1472611,0.268273,0.2370461,0.1464386,0.1784837,0.1460188,0.1342744,0.1392578,0.154156,0.1242561,0.2231581,0.1331944,0.2630009,0.1394043,0.1785599,0.1691879,0.3602885,0.1159497,0.1488982,0.140325,0.329206,0.1243605,0.1664021,0.1164868,0.5403155,0.1262728,0.3264205,0.1609136,0.1873979,0.1131473,0.1077534,0.08467099,0.1989718,0.1620023,0.1570819,0.1968424,0.1846207,0.1262332,0.2701547,0.1552469,0.2463487,0.2760254,0.2313381,0.09850124,0.2008242,0.1487888,0.2353986,0.160527,0.2838758,0.1595495,0.1494695,0.1148381,0.178482,0.1297121,0.1337272,0.1632602,0.2756546,0.1390561,0.1627572,0.2358864,0.2333581,0.2507676,0.1260747,0.1705322,0.1681785,0.1639695,0.158839,0.1680827,0.2410532,0.1237102,0.3010964,0.1725561,0.2298134,0.2174889,0.2500896,0.1668833,0.3231331
"cg09624565",0.1812421,0.05276647,0.1712604,0.3674205,0.1250068,0.4553694,0.2107561,0.3176555,0.1164743,0.2830902,0.3476505,0.5589207,0.1420143,0.1749587,0.1164483,0.1034653,0.03114249,0.06400526,0.03515571,0.1354987,0.467658,0.2294663,0.2369972,0.4450909,0.02644473,0.04841742,0.3062805,0.1143055,0.3738407,0.4467257,0.05114613,0.1937742,0.2111622,0.0210016,0.1868292,0.6157894,0.2079845,0.138517,0.1709246,0.04461093,0.4353798,0.1227854,0.1284676,0.1432661,0.03398416,0.1061616,0.5101213,0.2389513,0.210101,0.1276246,0.2689622,0.1853134,0.120904,0.1938456,0.1090244,0.1529373,0.1919073,0.03238055,0.1923143,0.440213,0.07581815,0.1487483,0.3527789,0.1827803,0.0389978,0.2529485,0.1204801,0.2998023,0.1992971,0.3160723,0.1934694,0.03461675,0.2024818,0.1321107,0.2102496,0.3271919,0.4409236,0.3554691,0.3550421,0.3840782,0.3765651,0.2818161,0.2342776,0.02095848,0.1512872,0.4239114,0.1454326,0.5728704,0.09866045,0.1494415,0.1335833,0.115356,0.4844278,0.02972231,0.04024816,0.2096611,0.1562052,0.02656862,0.1983421,0.2265819,0.072856,0.08389582,0.02823435,0.1982131,0.08301213,0.1910465,0.2283213,0.1224354,0.1130194,0.3118045,0.471022,0.1077976,0.199474,0.320032,0.04522419,0.1522332,0.3253748,0.1024723,0.2128048,0.1026284,0.1731478,0.02969512,0.1088241,0.1227925,0.1272867,0.02852469,0.03044057,0.3109194,0.2419717,0.1271463,0.03922398,0.3841706,0.02624825,0.02794444,0.16705,0.02951947,0.1877753,0.0933049,0.1129962,0.1394596,0.4810053,0.4245805,0.1327438,0.1529045,0.1321303,0.1120854,0.1179963,0.09700681,0.106494,0.09591363,0.3427337,0.1761922,0.02205906,0.4433575,0.1603181,0.261702,0.4889392,0.1101435,0.03268598,0.1750484,0.02771052,0.1597774,0.4507323,0.08227932,0.02160086,0.2797773,0.03946901,0.4382196,0.1063126,0.3988881,0.1766343,0.3675108,0.1525464,0.1278852,0.02855712,0.2033525,0.1848566,0.5691538,0.1189488,0.1893099,0.1964522,0.1298399,0.2247697,0.0502271,0.07934646,0.07600798,0.1862959,0.2006597,0.2289761,0.4874797,0.1474597,0.2849965
"cg09868035",0.3851694,0.2059309,0.3281478,0.3804702,0.3334945,0.510798,0.3796176,0.6769171,0.3420586,0.5408098,0.6443283,0.4768767,0.3386131,0.3860429,0.326653,0.3727513,0.3093068,0.2383899,0.1812926,0.3527084,0.6113877,0.4955629,0.5255961,0.3918194,0.1809305,0.2024476,0.6350328,0.3040809,0.6643786,0.4027114,0.2407994,0.3260337,0.4108841,0.1641493,0.3818299,0.4971369,0.4396155,0.3594457,0.3912596,0.150112,0.63301,0.3607552,0.4204857,0.3563876,0.3221863,0.3155673,0.4847504,0.6460314,0.4066204,0.3706181,0.6395119,0.3719246,0.3624257,0.4316359,0.3127833,0.3184418,0.457262,0.3398284,0.3980832,0.4194998,0.3306556,0.3395754,0.3489605,0.3610286,0.221922,0.4874371,0.3223451,0.6100681,0.3690465,0.6001246,0.4137957,0.2204046,0.51289,0.333873,0.4247919,0.6542545,0.6195816,0.3985787,0.3906241,0.4030866,0.361049,0.5962266,0.4347254,0.2087309,0.3145821,0.7047929,0.3644181,0.4033912,0.3346508,0.3343745,0.3619488,0.3533712,0.4663445,0.284456,0.229449,0.4710483,0.3173368,0.1403842,0.3267445,0.4479599,0.1806182,0.2671942,0.2250806,0.6257336,0.2740927,0.4096547,0.6031919,0.3100099,0.2597257,0.6635947,0.4580131,0.3331213,0.4170581,0.8293296,0.2481376,0.3857922,0.5460721,0.3467578,0.3509715,0.3184561,0.4131355,0.1746691,0.3445704,0.386511,0.3378837,0.2637446,0.2075578,0.5833104,0.5333928,0.3482459,0.2522027,0.74972,0.1698461,0.2712521,0.5090641,0.2918611,0.4451409,0.3512938,0.3340014,0.2713949,0.376454,0.6796076,0.3803007,0.3286502,0.3597777,0.2596414,0.3990739,0.3339646,0.3043087,0.2701113,0.409472,0.4439462,0.1266668,0.3846731,0.3680642,0.4171487,0.6879542,0.3374223,0.1823897,0.3806199,0.180889,0.4413436,0.4437926,0.255479,0.2391579,0.5331816,0.1921911,0.4130778,0.3368015,0.3078891,0.4504429,0.6731272,0.4164943,0.3448026,0.2054452,0.4341988,0.4240701,0.5503052,0.4126598,0.551871,0.380542,0.3487265,0.4252998,0.2340812,0.29265,0.2477826,0.4296915,0.4182238,0.4235129,0.4377712,0.3910494,0.6195213
"cg09953122",0.9520923,0.9461915,0.941568,0.9491953,0.9486087,0.9493687,0.943517,0.9441484,0.9542385,0.9613295,0.9585422,0.9661699,0.9562569,0.9525554,0.9557439,0.9523239,0.9667127,0.9606481,0.9680718,0.9473677,0.9592321,0.9504087,0.9557019,0.9598398,0.9628333,0.9595739,0.9501678,0.9492417,0.9453559,0.9592131,0.9599895,0.9642291,0.9489989,0.9564525,0.9666842,0.9651992,0.9509661,0.9508643,0.9578952,0.9483268,0.9537207,0.9513102,0.9525648,0.9358574,0.9584925,0.9653913,0.9638481,0.9562522,0.9594354,0.9544044,0.9593288,0.9524458,0.9531595,0.9484023,0.9605371,0.9511594,0.9553828,0.9712401,0.957114,0.9574907,0.9584423,0.9556433,0.5495857,0.9445596,0.9578092,0.9533764,0.9492772,0.956729,0.9546385,0.957858,0.956791,0.9555705,0.9599283,0.9498336,0.9554246,0.9538714,0.9501739,0.954895,0.9612491,0.9606387,0.9645654,0.949032,0.9495056,0.9531155,0.9651435,0.4596448,0.968012,0.948901,0.9630639,0.9500732,0.953772,0.9543276,0.9555728,0.908064,0.9578498,0.939567,0.9461183,0.9570231,0.9564022,0.9452539,0.9660259,0.9640344,0.9405671,0.9642312,0.9629769,0.9586952,0.9538536,0.9507988,0.9516834,0.9576425,0.9588816,0.9495526,0.9529333,0.9532747,0.953708,0.9566625,0.9589835,0.9623185,0.9682964,0.9617667,0.9496723,0.9472278,0.9524596,0.952163,0.9490459,0.966057,0.9594857,0.9604386,0.9611299,0.9655949,0.9544792,0.9556692,0.9624459,0.9632528,0.9545624,0.9622148,0.9543133,0.9552695,0.9592289,0.5752263,0.9585547,0.9399225,0.9634116,0.9516198,0.9519503,0.9589237,0.9605342,0.9517931,0.9572466,0.9625286,0.956672,0.9580243,0.9600853,0.9590223,0.9521523,0.9491385,0.4563097,0.9477684,0.9720697,0.9561747,0.9440638,0.9553458,0.9554653,0.9629748,0.9740512,0.9488642,0.9712481,0.9704937,0.9581758,0.9696429,0.9538678,0.9663211,0.9602475,0.9544507,0.9706854,0.9662611,0.9516179,0.9644665,0.9557922,0.9590649,0.9478976,0.9500899,0.9449359,0.9291614,0.9593886,0.9255604,0.9445943,0.9434455,0.9639414,0.9566677,0.9586183,0.9531328
"cg10057295",0.4093961,0.1485759,0.307375,0.3018152,0.2799431,0.3235565,0.3378947,0.6314808,0.2985806,0.723806,0.7857442,0.4372196,0.3562112,0.2314667,0.2484197,0.2467788,0.1132177,0.1530795,0.09883676,0.2838722,0.2645085,0.3801931,0.2815233,0.4064027,0.1220478,0.1197589,0.7563562,0.2874886,0.6237685,0.5416244,0.1494397,0.2439362,0.4281915,0.1270855,0.3174473,0.3252859,0.3328542,0.3612015,0.4082383,0.092488,0.3767701,0.2691988,0.2331621,0.3790552,0.1604406,0.2773519,0.3119624,0.5691887,0.4236508,0.3043633,0.7216591,0.3802281,0.2990233,0.4130225,0.2551382,0.3724157,0.4527751,0.1738639,0.4123517,0.2171279,0.1515761,0.3627426,0.1760451,0.3786333,0.1270058,0.3946199,0.2678722,0.7329134,0.3911503,0.7222571,0.3795912,0.1080187,0.2587868,0.3046003,0.417266,0.7233169,0.4947496,0.4349807,0.3863921,0.20507,0.2682791,0.6058671,0.3316581,0.09901038,0.2109815,0.6365508,0.3759114,0.4278285,0.2271376,0.3386455,0.2702248,0.3001974,0.3716852,0.1529911,0.142028,0.3244812,0.2871497,0.1159053,0.2886541,0.3256416,0.2033592,0.2111029,0.07845266,0.6670828,0.2096236,0.4256953,0.6599442,0.2321343,0.2627757,0.7432207,0.2392984,0.2608972,0.3831242,0.7829458,0.1957638,0.4462003,0.7618361,0.355387,0.5196343,0.2244214,0.3871191,0.09968532,0.2200703,0.2253365,0.2714685,0.1156672,0.07465146,0.6465579,0.2870078,0.2600527,0.1654928,0.6677426,0.1139324,0.1168804,0.4197727,0.1238557,0.3281066,0.2737392,0.2790393,0.2375903,0.3487982,0.5203347,0.2137989,0.2985108,0.2816885,0.2522756,0.2660823,0.2464387,0.2222519,0.1591979,0.3546079,0.4042496,0.1128778,0.3558017,0.3380671,0.4744309,0.5503953,0.1992012,0.08070569,0.3902215,0.0932283,0.4003945,0.3163225,0.1932886,0.1264909,0.3409029,0.1180015,0.3391184,0.2702237,0.2440885,0.3523077,0.7177397,0.3166239,0.258077,0.1321691,0.3663596,0.2950437,0.3917306,0.2314492,0.2761763,0.3616244,0.3338906,0.245264,0.1296672,0.1432179,0.1878917,0.3769492,0.2642448,0.3448459,0.3221228,0.333616,0.5874034
"cg10266490",0.0758568,0.03943329,0.09286989,0.1027161,0.06060631,0.1282152,0.06194103,0.199277,0.05740685,0.2224494,0.1728623,0.1378255,0.06723412,0.05593756,0.0418657,0.05381807,0.07311262,0.05651261,0.03739107,0.06043936,0.1246555,0.07049633,0.05300238,0.1001594,0.02925052,0.03848981,0.1909761,0.04948357,0.2614644,0.1365973,0.03848883,0.05824232,0.08500156,0.02342873,0.05219149,0.1310484,0.06418162,0.05868064,0.06186148,0.0366411,0.1460008,0.06708339,0.06135238,0.08309209,0.0674441,0.0368483,0.08235481,0.1450852,0.07865439,0.05780305,0.2350733,0.07505593,0.05675199,0.08762053,0.05395586,0.07535235,0.07823577,0.02887718,0.07394471,0.09045739,0.0386503,0.06413332,0.05281761,0.06884436,0.04095117,0.07957989,0.05836321,0.3143991,0.08030237,0.2278089,0.1048623,0.03625223,0.06553872,0.06640618,0.07718431,0.1709789,0.1329516,0.1044551,0.08545571,0.08979876,0.09116282,0.2718042,0.08268811,0.03079009,0.05550326,0.1833401,0.08382305,0.1352886,0.06336638,0.08140748,0.05798864,0.06479992,0.1577534,0.05836453,0.03010695,0.07251856,0.05201916,0.02737851,0.04319383,0.07522637,0.05608228,0.05546959,0.03717788,0.2727929,0.0441627,0.08244139,0.2815592,0.04654059,0.04322776,0.1928082,0.1113282,0.04744468,0.0726171,0.1789789,0.03985129,0.07434085,0.1794917,0.07326613,0.07724393,0.0539863,0.07451452,0.02630252,0.04723943,0.07537594,0.05968922,0.06796168,0.0262777,0.1816228,0.08620618,0.04068492,0.02782371,0.2172137,0.03195644,0.02812389,0.1002274,0.04059669,0.05840845,0.05145043,0.05375121,0.06765128,0.1220882,0.170605,0.07644138,0.04759895,0.05364626,0.0553868,0.04838003,0.0571642,0.0477439,0.03646298,0.1298504,0.0797984,0.02550511,0.1093268,0.06477689,0.09024059,0.1327939,0.04677992,0.03353122,0.06155809,0.02766992,0.08053786,0.08466575,0.05535745,0.02656539,0.07565809,0.02827308,0.07390812,0.05488043,0.07041384,0.06044907,0.1843901,0.05372306,0.04224778,0.02860539,0.08225852,0.08185062,0.07548776,0.05067619,0.08149446,0.07007246,0.06037911,0.07132754,0.04695777,0.03720425,0.06092697,0.07163213,0.08042252,0.07894613,0.09720639,0.04023516,0.2846538
"cg10275770",0.4097009,0.2091984,0.4210157,0.526422,0.343475,0.6682202,0.4621581,0.6381922,0.2913508,0.6525509,0.7303024,0.5713578,0.3658363,0.4121929,0.3091671,0.3764984,0.4785316,0.2767191,0.1954216,0.3417906,0.6798013,0.5436244,0.4444363,0.6404973,0.1386933,0.1001564,0.6512508,0.3188098,0.6726005,0.6184453,0.2031456,0.4148071,0.458709,0.1450586,0.3872424,0.6195326,0.465626,0.3907068,0.4440129,0.1790309,0.6453122,0.379959,0.3426229,0.3747116,0.5637135,0.3455003,0.6118572,0.5651887,0.5057254,0.3155167,0.6476942,0.3956327,0.3541754,0.4317836,0.3325025,0.3800868,0.4386465,0.442827,0.3819584,0.5158267,0.3089422,0.3683055,0.4408641,0.3856415,0.1069734,0.6131623,0.3144737,0.6652001,0.4066161,0.6383615,0.3970937,0.0861278,0.3776006,0.3556972,0.4153,0.6945433,0.5183501,0.5387903,0.494186,0.5100068,0.462234,0.6434171,0.492113,0.057602,0.2960556,0.666433,0.4396283,0.6206207,0.3627531,0.3687131,0.342987,0.355246,0.5776356,0.1183955,0.09363455,0.4184055,0.4007783,0.1505838,0.3861334,0.4284693,0.304578,0.2717196,0.2330257,0.6115367,0.2922356,0.4942746,0.6871381,0.2820923,0.3103167,0.6525232,0.5584365,0.3662948,0.4391439,0.6852201,0.2975067,0.3875032,0.6737462,0.3405878,0.4357494,0.2479945,0.4508275,0.1310399,0.3582525,0.2765093,0.3168104,0.4068542,0.1485588,0.6233765,0.4721403,0.2326441,0.08323681,0.6177656,0.1627198,0.1881692,0.435236,0.4603884,0.4436166,0.3575264,0.324934,0.4217414,0.5496989,0.6567095,0.3418105,0.3508693,0.3317676,0.2998705,0.3447226,0.3518015,0.3175249,0.3961341,0.4605056,0.479979,0.1816902,0.4599217,0.4200331,0.4296052,0.712513,0.3264443,0.2283218,0.4226794,0.04342965,0.3680255,0.5772724,0.2598441,0.1385973,0.5161879,0.08444965,0.4944246,0.3198157,0.4456136,0.3965019,0.6722942,0.3881632,0.3761549,0.1638807,0.454536,0.4402815,0.5637802,0.286099,0.40003,0.397708,0.3387783,0.3443794,0.1714095,0.2323459,0.2726269,0.4367509,0.4425805,0.4452741,0.5237864,0.3832482,0.5742453
